home_team,away_team,target,rank_dif,goals_dif,goals_dif_l5,goals_suf_dif,goals_suf_dif_l5,goals_per_ranking_dif,dif_rank_agst,dif_rank_agst_l5,dif_points_rank,dif_points_rank_l5,is_friendly_0,is_friendly_1
Tahiti,Cook Islands,0,-26.0,8.0,8.0,-8.0,-8.0,0.041699500919359075,26.0,26.0,0.015957446808510637,0.015957446808510637,0,1
Bangladesh,Afghanistan,1,32.0,0.0,0.0,0.0,0.0,0.0,-32.0,-32.0,0.0010784214605870663,0.0010784214605870663,0,1
Guatemala,Panama,1,62.0,-1.0,-1.0,-1.0,-1.0,-0.011109372555155688,-6.0,-6.0,-0.009815464389202378,-0.009815464389202378,1,0
El Salvador,Trinidad and Tobago,1,-27.0,-1.0,-1.0,2.0,2.0,-0.011363636363636364,19.0,19.0,-0.03409090909090909,-0.03409090909090909,1,0
Republic of Ireland,Netherlands,1,46.0,-3.0,-3.0,2.0,2.0,-0.06,-48.0,-48.0,-0.06,-0.06,1,0
Greece,Gibraltar,0,-148.0,0.0,0.0,2.0,2.0,0.0,-164.0,-164.0,0.0,0.0,1,0
Faroe Islands,Moldova,1,-35.0,-1.0,-1.0,1.0,1.0,-0.034482758620689655,-3.0,-3.0,-0.034482758620689655,-0.034482758620689655,1,0
Montenegro,Bulgaria,0,-6.0,2.0,2.0,1.0,1.0,0.013888888888888888,122.0,122.0,0.006944444444444444,0.006944444444444444,1,0
Lithuania,Serbia,1,119.0,1.0,1.0,0.0,0.0,0.00039123630672926665,35.0,35.0,0.014084507042253521,0.014084507042253521,1,0
Finland,Denmark,1,36.0,-3.0,-3.0,0.0,0.0,-0.009615384615384616,-104.0,-104.0,0.014423076923076924,0.014423076923076924,1,0
Kazakhstan,Northern Ireland,0,40.0,-2.0,-2.0,-3.0,-3.0,-0.03278688524590164,-6.0,-6.0,0.0,0.0,1,0
San Marino,Slovenia,1,147.0,-4.0,-4.0,2.0,2.0,-0.0625,-45.0,-45.0,-0.046875,-0.046875,1,0
Lebanon,India,0,1.0,-1.0,-1.0,0.0,0.0,-0.019721871049304677,43.0,43.0,-0.014285714285714285,-0.014285714285714285,1,0
Thailand,Iraq,1,43.0,0.0,0.0,-1.0,-1.0,-0.00020202020202020332,1.0,1.0,0.019898989898989895,0.019898989898989895,1,0
Dominican Republic,Montserrat,0,-27.0,-3.0,-3.0,0.0,0.0,-0.018072289156626505,-25.0,-25.0,-0.018072289156626505,-0.018072289156626505,1,0
Nicaragua,Barbados,0,-25.0,0.0,0.0,-3.0,-3.0,0.0019847103793002047,-27.0,-27.0,0.019736842105263157,0.019736842105263157,1,0
Myanmar,Nepal,0,-15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,-0.0005357142857142861,-0.0005357142857142861,0,1
Latvia,Wales,1,99.0,0.0,0.0,5.0,5.0,0.0,-22.0,-22.0,-0.03571428571428571,-0.03571428571428571,1,0
Iceland,Bosnia and Herzegovina,0,5.0,-1.0,-1.0,2.0,2.0,0.0012359550561797748,-111.0,-111.0,-0.015,-0.015,1,0
Portugal,Luxembourg,0,-80.0,-2.0,-2.0,-1.0,-1.0,-0.02349952365830422,-20.0,-20.0,0.019053667831057476,0.019053667831057476,1,0
Slovakia,Liechtenstein,0,-153.0,-1.0,-1.0,-1.0,-1.0,-0.016129032258064516,-53.0,-53.0,0.0,0.0,1,0
Cuba,Suriname,0,29.0,-1.0,-1.0,-1.0,-1.0,-0.005747126436781609,-87.0,-87.0,0.005747126436781609,0.005747126436781609,1,0
Jamaica,Haiti,1,-29.0,1.0,1.0,0.0,0.0,0.012658227848101266,-93.0,-93.0,0.0321607300559317,0.0321607300559317,1,0
Honduras,Grenada,0,-95.0,-1.0,-1.0,-0.5,-0.5,-0.006993006993006993,-60.5,-60.5,-0.002320109796745311,-0.002320109796745311,1,0
Guyana,Bahamas,0,-29.0,1.5,1.5,-4.5,-4.5,0.012113205857328377,-26.0,-26.0,0.011363636363636364,0.011363636363636364,1,0
Puerto Rico,Antigua and Barbuda,0,31.0,5.0,5.0,-4.0,-4.0,0.02450447183949722,29.0,29.0,0.015228426395939087,0.015228426395939087,1,0
Bolivia,Argentina,1,82.0,0.0,0.0,3.5,3.5,0.016666666666666663,-16.0,-16.0,-0.075,-0.075,1,0
Ecuador,Uruguay,0,24.0,-3.0,-3.0,0.0,0.0,-0.09375,-31.0,-31.0,-0.09375,-0.09375,1,0
Venezuela,Paraguay,0,8.0,0.0,0.0,1.0,1.0,0.0,-4.0,-4.0,-0.047619047619047616,-0.047619047619047616,1,0
Peru,Brazil,1,18.0,-5.0,-5.0,-1.0,-1.0,-0.060240963855421686,-34.0,-34.0,-0.01573641504794689,-0.01573641504794689,1,0
Chile,Colombia,1,15.0,0.0,0.0,3.0,3.0,0.044956140350877194,-41.0,-41.0,-0.05263157894736842,-0.05263157894736842,1,0
Azerbaijan,Jordan,0,39.0,0.0,0.0,-5.0,-5.0,0.0,-39.0,-39.0,0.0,0.0,0,1
Bahrain,Turkmenistan,1,-52.0,1.0,1.0,1.0,1.0,0.0072992700729927005,-13.0,-13.0,0.0,0.0,0,1
China PR,Syria,1,-14.0,-1.0,-1.0,-1.0,-1.0,-0.007352941176470588,0.0,0.0,0.0,0.0,0,1
Egypt,Tunisia,1,3.0,-2.0,-2.0,0.0,0.0,-0.01336590974417936,-5.0,-5.0,0.0007185972980741605,0.0007185972980741605,0,1
Germany,France,0,13.0,-1.0,-1.0,4.0,4.0,0.01226415094339623,-33.0,-33.0,-0.05660377358490566,-0.05660377358490566,0,1
Iran,Angola,0,-94.0,1.0,1.0,0.0,0.0,0.012987012987012988,-31.0,-31.0,0.0297017797017797,0.0297017797017797,0,1
Kenya,South Sudan,1,-62.0,2.0,2.0,-3.0,-3.0,0.03389830508474576,8.0,8.0,0.05084745762711865,0.05084745762711865,0,1
South Korea,Saudi Arabia,0,-26.0,-1.0,-1.0,-3.0,-3.0,-0.021739130434782608,-11.0,-11.0,0.02857142857142857,0.02857142857142857,0,1
Mexico,Uzbekistan,1,-62.0,2.0,2.0,-1.0,-1.0,0.07407407407407407,16.0,16.0,0.037037037037037035,0.037037037037037035,0,1
Scotland,England,1,26.0,2.0,2.0,-1.0,-1.0,-0.01624293785310734,94.0,94.0,-0.01624293785310734,-0.01624293785310734,0,1
Senegal,Algeria,1,-15.0,1.0,1.0,1.0,1.0,0.007194244604316547,15.0,15.0,-0.0008702715247157107,-0.0008702715247157107,0,1
South Africa,DR Congo,0,-6.0,-2.0,-2.0,0.0,0.0,-0.015267175572519083,-17.0,-17.0,-0.014128833534217223,-0.014128833534217223,0,1
United States,Oman,0,-62.0,1.0,1.0,-1.0,-1.0,0.01970720720720721,-22.0,-22.0,0.009290540540540543,0.009290540540540543,0,1
Norway,Georgia,0,-34.0,5.0,5.0,-7.0,-7.0,-0.026829268292682937,72.0,72.0,0.036585365853658534,0.036585365853658534,1,0
Spain,Cyprus,0,-108.0,7.0,7.0,-2.0,-2.0,0.08974358974358974,48.0,48.0,0.038461538461538464,0.038461538461538464,1,0
Italy,Ukraine,0,-16.0,0.0,0.0,0.0,0.0,-0.23529411764705882,64.0,64.0,-0.23529411764705882,-0.23529411764705882,1,0
Malta,North Macedonia,1,103.0,0.0,0.0,-1.0,-1.0,-0.11994949494949494,190.0,190.0,-0.10984848484848485,-0.10984848484848485,1,0
Belgium,Estonia,0,-106.0,1.0,1.0,-5.0,-5.0,0.008264462809917356,98.0,98.0,0.024793388429752067,0.024793388429752067,1,0
Sweden,Austria,1,-6.0,4.0,4.0,-1.0,-1.0,0.03894748406943529,-53.0,-53.0,0.020929466051417274,0.020929466051417274,1,0
Switzerland,Andorra,0,-141.0,2.0,2.0,2.0,2.0,0.01834862385321101,11.0,11.0,-0.0010297697060475553,-0.0010297697060475553,1,0
Israel,Belarus,0,-22.0,1.0,1.0,1.0,1.0,0.020833333333333332,-106.0,-106.0,0.014339826839826838,0.014339826839826838,1,0
Romania,Kosovo,0,-61.0,-1.0,-1.0,-1.0,-1.0,-0.14068825910931176,63.0,63.0,-0.06376518218623482,-0.06376518218623482,1,0
China PR,Vietnam,0,-15.0,-1.5,-1.5,1.0,1.0,-0.01648550724637681,19.0,19.0,-0.027573529411764705,-0.027573529411764705,0,1
Wales,Gibraltar,0,-163.0,1.0,1.0,-3.0,-3.0,0.012345679012345678,-29.5,-29.5,0.029051172707889122,0.029051172707889122,0,1
Suriname,Haiti,1,56.0,-0.5,-0.5,0.0,0.0,-0.005805478763508419,58.0,58.0,-0.008654103180967656,-0.008654103180967656,1,0
Grenada,Jamaica,1,116.0,-1.0,-1.0,1.5,1.5,-0.013567784652122002,28.0,28.0,-0.021237964712430012,-0.021237964712430012,1,0
Cuba,Honduras,1,93.0,-0.8333333333333333,-0.8333333333333333,-0.3333333333333333,-0.3333333333333333,-0.007451583942542003,2.0,2.0,0.0073742456920027,0.0073742456920027,1,0
Dominica,British Virgin Islands,1,-22.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1,0
Colombia,Uruguay,1,1.0,-1.5,-1.5,-1.5,-1.5,-0.04431960049937578,8.5,8.5,-0.004934210526315791,-0.004934210526315791,1,0
Bolivia,Ecuador,1,43.0,-0.33333333333333337,-0.33333333333333337,2.3333333333333335,2.3333333333333335,-0.07683073229291716,7.833333333333332,7.833333333333332,-0.09375,-0.09375,1,0
Argentina,Paraguay,0,-48.0,2.0,2.0,-0.5,-0.5,0.032520325203252036,22.5,22.5,0.03176276534710269,0.03176276534710269,1,0
Brazil,Venezuela,1,-54.0,2.5,2.5,0.0,0.0,0.042540792540792544,19.0,19.0,0.05888861568723875,0.05888861568723875,1,0
Chile,Peru,0,11.0,0.5,0.5,1.0,1.0,0.030303030303030304,-9.5,-9.5,0.019207683073229294,0.019207683073229294,1,0
Myanmar,Macau,0,-22.0,0.5,0.5,-2.5,-2.5,0.002857142857142857,-5.5,-5.5,0.011428571428571429,0.011428571428571429,1,0
Algeria,Cape Verde,0,-33.0,-1.5,-1.5,-3.0,-3.0,-0.009351189101824059,-51.0,-51.0,0.08736559139784945,0.08736559139784945,0,1
Egypt,Zambia,0,-50.0,0.0,0.0,0.5,0.5,0.003868385949310804,-43.5,-43.5,0.002871072589382448,0.002871072589382448,0,1
Georgia,Thailand,0,-35.0,-1.0,-1.0,3.0,3.0,0.013507625272331153,-58.0,-58.0,-0.02214285714285714,-0.02214285714285714,0,1
Montenegro,Lebanon,0,-29.0,1.0,1.0,0.5,0.5,0.008665585247161276,4.5,4.5,0.007801226551226552,0.007801226551226552,0,1
Sweden,Moldova,0,-141.0,2.0,2.0,1.0,1.0,0.030198915009041594,-9.0,-9.0,-0.015355772773575499,-0.015355772773575499,0,1
Spain,Scotland,0,-20.0,4.5,4.5,-1.0,-1.0,0.03353964536634326,37.0,37.0,0.019230769230769232,0.019230769230769232,1,0
Cyprus,Norway,1,74.0,-4.0,-4.0,4.0,4.0,-0.05,-60.0,-60.0,-0.0375234521575985,-0.0375234521575985,1,0
Latvia,Armenia,0,44.0,0.0,0.0,2.5,2.5,0.0,14.5,14.5,0.0,0.0,1,0
Faroe Islands,Poland,1,103.0,-1.0,-1.0,0.5,0.5,-0.010309278350515464,-2.0,-2.0,-0.011627906976744186,-0.011627906976744186,1,0
Andorra,Kosovo,1,45.0,-1.0,-1.0,-0.5,-0.5,-0.03278688524590164,25.0,25.0,-0.033359497645211934,-0.033359497645211934,1,0
Belarus,Romania,1,50.0,-1.5,-1.5,0.0,0.0,-0.016216216216216217,22.5,22.5,-0.017093662011576062,-0.017093662011576062,1,0
Curaçao,Panama,1,43.0,-1.5,-1.5,0.0,0.0,-0.015789473684210527,7.0,7.0,-0.022745186352888188,-0.022745186352888188,1,0
Trinidad and Tobago,Guatemala,0,-5.0,1.0,1.0,0.6666666666666667,0.6666666666666667,0.009464500416191386,15.166666666666671,15.166666666666671,0.012085304522013385,0.012085304522013385,1,0
Montserrat,Nicaragua,1,38.0,-2.0,-2.0,2.0,2.0,-0.012578616352201257,0.0,0.0,-0.009868421052631577,-0.009868421052631577,1,0
Barbados,Dominican Republic,1,14.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,-0.008379888268156424,-0.008379888268156424,1,0
England,Australia,0,-23.0,0.0,0.0,-1.0,-1.0,-0.09259259259259259,15.0,15.0,-0.012499999999999997,-0.012499999999999997,0,1
Equatorial Guinea,Burkina Faso,1,35.0,1.0,1.0,0.5,0.5,0.007874015748031496,47.0,47.0,0.004449358213784921,0.004449358213784921,0,1
Guinea,Guinea-Bissau,0,-31.0,0.0,0.0,1.0,1.0,-0.00040650406504064845,3.0,3.0,-0.01686991869918699,-0.01686991869918699,0,1
Iraq,Qatar,1,11.0,1.0,1.0,0.0,0.0,0.009344115004492361,1.0,1.0,0.009475283811566999,0.009475283811566999,0,1
South Korea,Tunisia,0,-3.0,-2.5,-2.5,-0.5,-0.5,-0.021913216214538456,-46.0,-46.0,-0.012258236627984531,-0.012258236627984531,0,1
Mali,Uganda,0,-41.0,2.0,2.0,0.0,0.0,0.008327095808383235,39.0,39.0,-0.0054734281437125755,-0.0054734281437125755,0,1
Nigeria,Saudi Arabia,1,-15.0,5.5,5.5,-2.0,-2.0,0.018744551002615517,149.0,149.0,0.016129032258064516,0.016129032258064516,0,1
South Africa,Eswatini,1,-83.0,0.5,0.5,0.0,0.0,0.00546448087431694,35.5,35.5,0.008267952489920453,0.008267952489920453,0,1
Vietnam,Uzbekistan,1,21.0,-0.5,-0.5,-2.0,-2.0,-0.11907114624505928,76.5,76.5,-0.026041666666666664,-0.026041666666666664,0,1
Republic of Ireland,Greece,1,3.0,-2.0,-2.0,0.5,0.5,0.08672086720867209,-98.0,-98.0,-0.007575757575757576,-0.007575757575757576,1,0
Netherlands,France,1,5.0,1.0,1.0,-0.5,-0.5,0.0044260422615648165,17.5,17.5,0.03,0.03,1,0
Estonia,Azerbaijan,1,-10.0,-1.0,-1.0,4.0,4.0,-0.022988505747126436,-29.5,-29.5,-0.018292682926829267,-0.018292682926829267,1,0
Austria,Belgium,1,24.0,-1.0,-1.0,1.0,1.0,-0.00447169463396644,-22.5,-22.5,0.04235596406376316,0.04235596406376316,1,0
Iceland,Luxembourg,1,-22.0,-0.5,-0.5,-3.5,-3.5,-0.026228651097943534,37.5,37.5,0.0018054886856042375,0.0018054886856042375,1,0
Portugal,Slovakia,0,-38.0,3.5,3.5,-0.5,-0.5,0.05917534477905995,-36.5,-36.5,0.04126882620129094,0.04126882620129094,1,0
Liechtenstein,Bosnia and Herzegovina,1,138.0,-0.5,-0.5,1.5,1.5,0.0016836752224856548,-79.0,-79.0,-0.0075,-0.0075,1,0
Angola,Mozambique,1,-1.0,-3.0,-3.0,0.0,0.0,-0.03225806451612903,-28.0,-28.0,-0.027628434886499402,-0.027628434886499402,0,1
Puerto Rico,Guyana,1,-5.0,2.8333333333333335,2.8333333333333335,-1.1666666666666667,-1.1666666666666667,0.016449512451680765,7.5,7.5,0.006325949853868635,0.006325949853868635,1,0
Bahamas,Antigua and Barbuda,1,65.0,1.0,1.0,-0.5,-0.5,0.006042296072507554,0.0,0.0,0.0,0.0,1,0
Ivory Coast,Morocco,1,38.0,0.0,0.0,0.0,0.0,-0.011234626300851466,95.0,95.0,-0.0337038789025544,-0.0337038789025544,0,1
Liberia,Libya,1,21.0,0.0,0.0,2.0,2.0,0.005677655677655677,-31.0,-31.0,-0.01098901098901099,-0.01098901098901099,0,1
Mauritania,Madagascar,0,-7.0,2.0,2.0,1.0,1.0,0.023529411764705882,-31.0,-31.0,0.02667342799188641,0.02667342799188641,0,1
Mexico,Ghana,0,-48.0,0.0,0.0,1.5,1.5,0.03125677531256776,-86.5,-86.5,0.003235378235378235,0.003235378235378235,0,1
Sierra Leone,Benin,1,27.0,-1.0,-1.0,-1.0,-1.0,-0.008165445665445668,-5.0,-5.0,0.0,0.0,0,1
United States,Germany,1,-4.0,2.0,2.0,-2.5,-2.5,-0.08874458874458874,62.5,62.5,-0.7091817845242503,-0.7091817845242503,0,1
Ukraine,North Macedonia,0,-44.0,-0.5,-0.5,1.0,1.0,0.1499068901303538,-83.5,-83.5,0.0537280701754386,0.0537280701754386,1,0
Italy,Malta,0,-163.0,1.0,1.0,0.0,0.0,0.02884929715593331,-87.0,-87.0,0.062277183600713014,0.062277183600713014,1,0
Bulgaria,Lithuania,1,-67.0,-1.0,-1.0,-1.0,-1.0,-0.02049731182795699,-1.5,-1.5,-0.007042253521126761,-0.007042253521126761,1,0
Hungary,Serbia,0,11.0,0.0,0.0,-0.5,-0.5,0.057777777777777775,-65.0,-65.0,0.10958333333333332,0.10958333333333332,1,0
Northern Ireland,San Marino,0,-144.0,1.0,1.0,-1.5,-1.5,0.012121212121212121,42.5,42.5,0.0,0.0,1,0
Slovenia,Finland,0,6.0,3.5,3.5,0.5,0.5,0.021281683405069342,74.5,74.5,0.01622596153846154,0.01622596153846154,1,0
Denmark,Kazakhstan,0,-85.0,2.0,2.0,-0.5,-0.5,0.010608045499568649,72.0,72.0,0.011046765734265732,0.011046765734265732,1,0
Honduras,Cuba,0,-93.0,0.6666666666666667,0.6666666666666667,0.25,0.25,0.004591542695013901,24.75,24.75,-0.006943552102418418,-0.006943552102418418,1,0
Haiti,Jamaica,1,29.0,-1.3333333333333335,-1.3333333333333335,0.0,0.0,-0.0125453398517584,11.0,11.0,-0.012220658645495977,-0.012220658645495977,1,0
Suriname,Grenada,0,-31.0,0.0,0.0,-2.0,-2.0,-0.002523919498515342,51.000000000000014,51.000000000000014,0.003416124105779278,0.003416124105779278,1,0
Sudan,Tanzania,1,7.0,0.0,0.0,2.0,2.0,0.0,36.0,36.0,-0.030303030303030304,-0.030303030303030304,0,1
Georgia,Cyprus,0,-40.0,3.3333333333333335,3.3333333333333335,-1.333333333333333,-1.333333333333333,0.05988023952095809,27.666666666666664,27.666666666666664,0.008849557522123894,0.008849557522123894,1,0
Norway,Spain,1,34.0,-1.0,-1.0,0.0,0.0,-0.023206213790029934,17.333333333333343,17.333333333333343,-0.02113821138211383,-0.02113821138211383,1,0
Wales,Croatia,0,29.0,-1.0,-1.0,0.0,0.0,-0.010119047619047618,8.0,8.0,-0.003442742994981804,-0.003442742994981804,1,0
Poland,Moldova,1,-138.0,0.33333333333333326,0.33333333333333326,-0.6666666666666666,-0.6666666666666666,-0.004190684706566547,47.333333333333336,47.333333333333336,-0.0037423148890670943,-0.0037423148890670943,1,0
Switzerland,Belarus,1,-85.0,2.5,2.5,0.6666666666666667,0.6666666666666667,0.019011406844106463,38.83333333333333,38.83333333333333,0.0052184690946158845,0.0052184690946158845,1,0
Romania,Andorra,0,-106.0,1.0,1.0,-1.6666666666666667,-1.6666666666666667,0.01060070671378092,21.0,21.0,0.013560276838886207,0.013560276838886207,1,0
Dominican Republic,Barbados,0,-14.0,1.6666666666666665,1.6666666666666665,-3.6666666666666665,-3.6666666666666665,0.010104973146404406,4.666666666666657,4.666666666666657,0.011610688564313118,0.011610688564313118,1,0
Nicaragua,Montserrat,0,-38.0,2.3333333333333335,2.3333333333333335,-2.333333333333333,-2.333333333333333,0.01358477663365816,12.666666666666657,12.666666666666657,0.012165539547192003,0.012165539547192003,1,0
Turks and Caicos Islands,British Virgin Islands,1,-4.0,-1.5,-1.5,2.0,2.0,-0.0077985917364155714,2.0,2.0,-0.010143133878605251,-0.010143133878605251,1,0
Algeria,Egypt,1,-1.0,1.0,1.0,-0.6666666666666667,-0.6666666666666667,0.017173002095181085,-16.333333333333343,-16.333333333333343,0.054448227324192786,0.054448227324192786,0,1
Botswana,Eswatini,0,1.0,0.0,0.0,3.0,3.0,0.0,-28.5,-28.5,-0.016865079365079364,-0.016865079365079364,0,1
China PR,Uzbekistan,1,6.0,-0.6666666666666667,-0.6666666666666667,-1.3333333333333335,-1.3333333333333335,-0.03314211212516297,69.0,69.0,-0.02532679738562091,-0.02532679738562091,0,1
Mozambique,Nigeria,1,78.0,-2.0,-2.0,0.5,0.5,-0.01419457735247209,-15.5,-15.5,0.0031156016973592077,0.0031156016973592077,0,1
Senegal,Cameroon,0,-24.0,-2.5,-2.5,1.0,1.0,-0.015614617940199336,-54.0,-54.0,-0.017831449126413157,-0.017831449126413157,0,1
Gibraltar,Republic of Ireland,1,145.0,-0.3333333333333333,-0.3333333333333333,1.3333333333333335,1.3333333333333335,-0.016949152542372878,65.66666666666666,65.66666666666666,0.0,0.0,1,0
Greece,Netherlands,1,43.0,0.3333333333333335,0.3333333333333335,0.0,0.0,-0.030011074197120704,51.0,51.0,-0.014949494949494949,-0.014949494949494949,1,0
